iso3,country_name,Year,Total,GDP,Population,GDP_per_capita
URY,Uruguay,1932,1,,,
URY,Uruguay,1948,2,,,
URY,Uruguay,1952,2,,,
URY,Uruguay,1956,1,,,
URY,Uruguay,1964,1,1975701816.0,,
URY,Uruguay,2000,1,22823255802.0,3292224.0,6932.473550402403
USA,United States of America,1896,20,,,
USA,United States of America,1900,48,,,
USA,United States of America,1904,231,,,
USA,United States of America,1908,47,,,
USA,United States of America,1912,63,,,
USA,United States of America,1920,93,,,
USA,United States of America,1924,99,,,
USA,United States of America,1928,56,,,
USA,United States of America,1932,103,,,
USA,United States of America,1936,55,,,
USA,United States of America,1948,84,,,
USA,United States of America,1952,75,,,
USA,United States of America,1956,74,,,
USA,United States of America,1960,71,543000000000.0,,
USA,United States of America,1964,90,686000000000.0,,
USA,United States of America,1968,107,943000000000.0,,
USA,United States of America,1972,94,1280000000000.0,,
USA,United States of America,1976,94,1870000000000.0,,
USA,United States of America,1984,174,4040000000000.0,223140018.0,18105.22395852814
USA,United States of America,1988,94,5240000000000.0,223140018.0,23483.013253140456
USA,United States of America,1992,108,6520000000000.0,248083732.0,26281.449200385297
USA,United States of America,1996,101,8070000000000.0,248083732.0,32529.33973115174
USA,United States of America,2000,93,10300000000000.0,282398554.0,36473.27457632803
USA,United States of America,2004,101,12200000000000.0,282398554.0,43201.35435254389
USA,United States of America,2008,112,14700000000000.0,282398554.0,52054.09090019632
USA,United States of America,2012,104,16200000000000.0,311182845.0,52059.42506245805
USA,United States of America,2016,121,18700000000000.0,324607776.0,57607.98533674067
USA,United States of America,2020,113,21000000000000.0,335942003.0,62510.78999490278
USA,United States of America,2024,126,,,
VEN,Venezuela,1952,1,,,
VEN,Venezuela,1960,1,,,
VEN,Venezuela,1968,1,,,
VEN,Venezuela,1976,1,,,
VEN,Venezuela,1980,1,,15210443.0,
VEN,Venezuela,1984,3,,15210443.0,
VEN,Venezuela,2004,2,,24427729.0,
VEN,Venezuela,2008,1,,24427729.0,
VEN,Venezuela,2012,1,,28715022.0,
VEN,Venezuela,2016,3,,30529716.0,
VEN,Venezuela,2020,4,,28490453.0,
VNM,Vietnam,2000,1,,79001142.0,
VNM,Vietnam,2008,1,,79001142.0,
VNM,Vietnam,2016,2,,92191398.0,
ZAF,South Africa,1908,2,,,
ZAF,South Africa,1912,6,,,
ZAF,South Africa,1920,10,,,
ZAF,South Africa,1924,3,,,
ZAF,South Africa,1928,3,,,
ZAF,South Africa,1932,5,,,
ZAF,South Africa,1936,1,,,
ZAF,South Africa,1948,4,,,
ZAF,South Africa,1952,10,,,
ZAF,South Africa,1956,4,,,
ZAF,South Africa,1960,3,7575396973.0,,
ZAF,South Africa,1992,2,135000000000.0,39877570.0,3385.361745963959
ZAF,South Africa,1996,5,163000000000.0,39877570.0,4087.510848830558
ZAF,South Africa,2000,5,152000000000.0,46813266.0,3246.942864443596
ZAF,South Africa,2004,6,256000000000.0,46813266.0,5468.535350641846
ZAF,South Africa,2008,1,316000000000.0,46813266.0,6750.223323448528
ZAF,South Africa,2012,6,434000000000.0,51784921.0,8380.818037745003
ZAF,South Africa,2016,10,324000000000.0,55876504.0,5798.501638542025
ZAF,South Africa,2020,3,335000000000.0,58801927.0,5697.092205838764
ZAF,South Africa,2024,6,,,
ZWE,Zimbabwe,1980,1,6678868200.0,7049926.0,947.3671354848263
ZWE,Zimbabwe,2004,3,5805598400.0,11834676.0,490.55828820324274
ZWE,Zimbabwe,2008,4,4415702800.0,11834676.0,373.1156476104627
